customer_id,first_name,last_name,gender,date_of_birth,city,state,pincode,signup_date,customer_type
C02539,Mohammed,Babu,Male,1969-11-14,Visakhapatnam,Andhra Pradesh,702881,2024-08-12,Customer
C02540,Chakradhar,Dar,Male,1969-09-04,Noida,Uttar Pradesh,452719,2024-06-14,Customer
C02541,Urmi,Soni,Female,1995-05-16,Indore,Madhya Pradesh,764639,2024-02-25,Customer
C02542,Kashvi,Buch,Female,1963-03-19,Ludhiana,Punjab,491619,2024-08-10,Customer
C02543,Hamsini,Krish,Female,2004-04-22,Nashik,Maharashtra,154013,2024-03-05,Customer
C02544,Oliver,Kamdar,Male,1983-03-21,Mumbai,Maharashtra,696261,2024-11-11,Customer
C02545,Lajita,Padmanabhan,Female,1983-08-08,Hyderabad,Telangana,527410,2024-04-17,Customer
C02546,Rajata,Mandal,Female,1993-10-08,Varanasi,Uttar Pradesh,798994,2025-02-08,Customer
C02547,Zansi,Parmer,Female,1989-08-23,Faridabad,Haryana,948993,2024-02-15,Customer
C02548,Alexander,Pingle,Male,1967-11-14,Indore,Madhya Pradesh,675635,2024-10-09,Customer
C02549,Yashawini,Minhas,Female,1970-07-28,Surat,Gujarat,717266,2024-04-13,Customer
C02550,Pratyush,Ravel,Male,1985-08-18,Noida,Uttar Pradesh,460700,2024-03-05,Customer
C02551,Nandini,Maharaj,Female,1968-03-24,Indore,Madhya Pradesh,68624,2024-02-01,Customer
C02552,Tristan,Chauhan,Male,1961-01-03,Noida,Uttar Pradesh,668904,2025-09-16,Customer
C02553,Daksha,Sunder,Female,1969-11-19,Surat,Gujarat,76238,2025-07-13,Customer
C02554,Dayamai,Dara,Female,1984-07-22,Patna,Bihar,232822,2024-05-15,Customer
C02555,Garima,Mander,Female,1961-07-22,Nashik,Maharashtra,752835,2025-04-15,Customer
C02556,Manthan,Balay,Male,1960-09-30,Noida,Uttar Pradesh,108479,2025-09-15,Customer
C02557,Dalbir,Kari,Male,1986-01-16,Nagpur,Maharashtra,135053,2024-09-04,Customer
C02558,Timothy,Dhingra,Male,1971-11-14,Ahmedabad,Gujarat,64157,2025-03-08,Customer
C02559,Anmol,Shetty,Male,1996-04-30,Noida,Uttar Pradesh,28010,2025-11-26,Customer
C02560,Netra,Chaudry,Female,2002-12-28,Pune,Maharashtra,534195,2025-11-07,Customer
C02561,Dev,Uppal,Male,1967-03-02,Kolkata,West Bengal,478674,2025-07-23,Customer
C02562,Devansh,Bansal,Male,1972-08-02,Surat,Gujarat,889306,2024-06-21,Customer
C02563,Orinder,Tank,Male,1998-09-19,Visakhapatnam,Andhra Pradesh,378912,2024-03-16,Customer
C02564,Indrajit,Saxena,Male,1977-09-17,Bhopal,Madhya Pradesh,699055,2025-03-05,Customer
C02565,Ojasvi,Padmanabhan,Female,1994-03-17,Dehradun,Uttarakhand,994084,2024-05-24,Customer
C02566,Aadi,Saini,Male,2001-09-04,Patna,Bihar,904528,2025-04-17,Customer
C02567,Upadhriti,Aurora,Female,1986-05-01,Patna,Bihar,65673,2024-06-30,Customer
C02568,Upkaar,Mahajan,Male,1985-12-03,Faridabad,Haryana,16527,2024-11-17,Customer
C02569,Chakradhar,Kapoor,Male,1989-02-13,Coimbatore,Tamil Nadu,498025,2024-06-19,Customer
C02570,Aishani,Vala,Female,1979-09-27,Delhi,Delhi,769929,2025-10-21,Customer
C02571,Rushil,Merchant,Male,1978-12-27,Mumbai,Maharashtra,772508,2024-08-07,Customer
C02572,George,Khosla,Male,1970-03-30,Faridabad,Haryana,234800,2024-07-31,Customer
C02573,Balveer,Sha,Male,1969-03-27,Chennai,Tamil Nadu,155369,2024-03-24,Customer
C02574,Nihal,Warrior,Male,1983-08-30,Nashik,Maharashtra,749062,2025-10-09,Customer
C02575,Zaid,Radhakrishnan,Male,1961-09-04,Mumbai,Maharashtra,425703,2025-08-15,Customer
C02576,Hredhaan,Kant,Male,2005-05-18,Jaipur,Rajasthan,959452,2025-12-24,Customer
C02577,Indrajit,Butala,Male,1982-08-01,Noida,Uttar Pradesh,863040,2025-12-09,Customer
C02578,Ekiya,Saran,Female,1987-05-10,Kochi,Kerala,991721,2025-01-12,Customer
C02579,Manbir,Dugar,Male,2001-07-04,Nashik,Maharashtra,204167,2025-02-24,Customer
C02580,Hema,Dar,Female,1985-02-06,Bengaluru,Karnataka,926693,2025-01-03,Customer
C02581,Aarnav,Randhawa,Male,1975-09-20,Nagpur,Maharashtra,503139,2024-05-01,Customer
C02582,Yamini,Bath,Female,1981-03-19,Agra,Uttar Pradesh,22061,2025-06-05,Customer
C02583,Arunima,Cherian,Female,1999-11-20,Kolkata,West Bengal,335937,2025-04-14,Customer
C02584,Yagnesh,Chad,Male,2001-09-28,Varanasi,Uttar Pradesh,295,2024-11-30,Customer
C02585,Chavvi,Puri,Female,1970-08-11,Kochi,Kerala,564718,2025-07-28,Customer
C02586,Qarin,Pandya,Male,2001-06-20,Kanpur,Uttar Pradesh,79923,2024-01-01,Customer
C02587,Luke,Padmanabhan,Male,1975-06-10,Kochi,Kerala,316778,2025-08-19,Customer
C02588,Bishakha,Mane,Female,1983-03-21,Kolkata,West Bengal,474370,2025-08-30,Customer
C02589,Dhriti,Merchant,Female,1984-08-30,Ludhiana,Punjab,911776,2024-11-22,Customer
C02590,Upadhriti,Oak,Female,1964-08-19,Kochi,Kerala,276120,2025-08-31,Customer
C02591,Fariq,Chadha,Male,2008-04-24,Ahmedabad,Gujarat,780619,2024-02-16,Customer
C02592,Garima,Deo,Female,1977-05-24,Indore,Madhya Pradesh,167870,2024-10-27,Customer
C02593,William,Sane,Male,1974-07-29,Hyderabad,Telangana,322371,2025-02-22,Customer
C02594,Pranav,Dugal,Male,1965-07-13,Pune,Maharashtra,684856,2024-06-20,Customer
C02595,Yadavi,Chacko,Female,1966-04-26,Varanasi,Uttar Pradesh,294300,2024-01-23,Customer
C02596,Jason,Setty,Male,1983-07-27,Kochi,Kerala,989231,2024-06-09,Customer
C02597,Ekbal,Lad,Male,1990-06-03,Kolkata,West Bengal,986693,2024-04-08,Customer
C02598,Wakeeta,Wason,Female,1978-03-17,Nashik,Maharashtra,783765,2025-03-18,Customer
C02599,Balendra,Om,Male,1974-12-21,Nashik,Maharashtra,11406,2025-09-16,Customer
C02600,Patrick,Gade,Male,2008-04-25,Bengaluru,Karnataka,642673,2025-11-07,Customer
C02601,Raksha,Bhatt,Female,1970-06-29,Visakhapatnam,Andhra Pradesh,245533,2025-01-14,Customer
C02602,Qadim,Ramanathan,Male,1982-01-10,Nashik,Maharashtra,976487,2025-02-01,Customer
C02603,Manan,Sandhu,Male,1971-07-13,Nashik,Maharashtra,494510,2024-08-26,Customer
C02604,Tanvi,Devi,Female,1982-02-01,Noida,Uttar Pradesh,692965,2024-10-24,Customer
C02605,Osha,Choudhary,Female,1970-05-23,Surat,Gujarat,627672,2025-04-08,Customer
C02606,Jack,Nagarajan,Male,2008-06-10,Bhubaneswar,Odisha,979344,2025-11-04,Customer
C02607,Ekantika,Bora,Female,1969-07-28,Ahmedabad,Gujarat,465022,2025-09-03,Customer
C02608,Indira,Master,Female,1994-03-28,Kanpur,Uttar Pradesh,804579,2024-12-26,Customer
C02609,Ekantika,Prakash,Female,1968-07-26,Surat,Gujarat,70339,2025-02-15,Customer
C02610,Ekalinga,Chander,Male,1980-07-27,Bhopal,Madhya Pradesh,823372,2025-06-22,Customer
C02611,Ayaan,Madan,Male,1982-03-17,Jaipur,Rajasthan,676706,2024-06-02,Customer
C02612,Tanvi,Kanda,Female,2006-04-25,Ranchi,Jharkhand,863011,2024-04-17,Customer
C02613,Faqid,Bala,Male,1963-12-30,Ludhiana,Punjab,842648,2024-06-07,Customer
C02614,Harsh,Kala,Male,1989-06-08,Lucknow,Uttar Pradesh,960828,2025-04-15,Customer
C02615,Tanmayi,Tara,Female,2004-01-31,Jaipur,Rajasthan,360549,2025-12-13,Customer
C02616,Luke,Saran,Male,2001-06-13,Delhi,Delhi,85649,2025-07-09,Customer
C02617,Atharv,Comar,Male,1973-06-09,Faridabad,Haryana,495193,2024-10-17,Customer
C02618,Aryan,Acharya,Male,1965-12-05,Noida,Uttar Pradesh,546175,2025-09-03,Customer
C02619,Ayushman,Zachariah,Male,1963-12-24,Indore,Madhya Pradesh,889044,2025-05-10,Customer
C02620,Bahadurjit,Bhat,Male,1979-11-03,Bhubaneswar,Odisha,431566,2025-11-25,Customer
C02621,Yashoda,Oak,Female,1965-10-27,Bhopal,Madhya Pradesh,538148,2025-05-16,Customer
C02622,Janani,Sood,Female,1981-10-10,Hyderabad,Telangana,558030,2025-04-30,Customer
C02623,Abeer,Chauhan,Male,1988-02-08,Bhopal,Madhya Pradesh,647177,2025-03-02,Customer
C02624,Lekha,Banik,Female,1966-11-13,Jaipur,Rajasthan,271698,2025-06-22,Customer
C02625,Ishani,Sule,Female,2008-05-30,Faridabad,Haryana,611586,2024-11-25,Customer
C02626,Yauvani,Sami,Female,1968-05-03,Kochi,Kerala,997675,2025-03-25,Customer
C02627,Yoshita,Jaggi,Female,2005-11-04,Visakhapatnam,Andhra Pradesh,261705,2025-11-02,Customer
C02628,Amrita,Natarajan,Female,1997-02-26,Ranchi,Jharkhand,534581,2025-04-01,Customer
C02629,Owen,Sami,Male,1982-12-03,Bhopal,Madhya Pradesh,285353,2024-07-11,Customer
C02630,Yashoda,Gade,Female,1979-11-14,Kolkata,West Bengal,662177,2024-09-17,Customer
C02631,Anya,Bhavsar,Female,2007-01-09,Gurugram,Haryana,846687,2025-04-14,Customer
C02632,Ishita,Agrawal,Female,1974-06-07,Jaipur,Rajasthan,285327,2024-05-18,Customer
C02633,Wakeeta,Rajagopalan,Female,1989-12-02,Faridabad,Haryana,451502,2024-09-05,Customer
C02634,Edhitha,Vasa,Female,1985-11-17,Ranchi,Jharkhand,613087,2025-09-27,Customer
C02635,Ikshita,Amble,Female,1997-01-28,Dehradun,Uttarakhand,207382,2025-01-10,Customer
C02636,Wazir,Singh,Male,1991-09-06,Agra,Uttar Pradesh,184252,2025-06-22,Customer
C02637,Wridesh,Thaman,Male,1987-03-12,Dehradun,Uttarakhand,90071,2024-04-23,Customer
C02638,Balhaar,Bava,Male,1970-04-17,Nagpur,Maharashtra,234473,2025-11-21,Customer
C02639,Atharv,Palla,Male,2005-06-24,Hyderabad,Telangana,771961,2025-06-10,Customer
C02640,Wazir,Chokshi,Male,1986-04-05,Noida,Uttar Pradesh,965667,2024-11-11,Customer
C02641,Neelima,Baria,Female,2001-12-25,Kanpur,Uttar Pradesh,833440,2024-01-14,Customer
C02642,Rajeshri,Doshi,Female,1971-08-25,Kanpur,Uttar Pradesh,265379,2024-06-04,Customer
C02643,Gavin,Datta,Male,1966-08-31,Kolkata,West Bengal,439070,2024-10-08,Customer
C02644,Meghana,Sridhar,Female,2006-05-16,Coimbatore,Tamil Nadu,601579,2024-03-29,Customer
C02645,Benjamin,Narasimhan,Male,1963-03-10,Kanpur,Uttar Pradesh,16260,2024-01-24,Customer
C02646,Zayyan,Bali,Male,1969-10-25,Varanasi,Uttar Pradesh,589347,2025-12-07,Customer
C02647,Om,Shah,Male,1998-07-08,Patna,Bihar,354883,2024-10-05,Customer
C02648,Xalak,Chakraborty,Female,2001-07-01,Bengaluru,Karnataka,149679,2024-03-11,Customer
C02649,Jonathan,Rajagopalan,Male,1977-02-27,Jaipur,Rajasthan,643203,2024-03-12,Customer
C02650,Yug,Dewan,Male,2005-05-24,Surat,Gujarat,652824,2024-11-01,Customer
C02651,Ojas,Lalla,Male,2000-12-17,Kochi,Kerala,724000,2025-06-19,Customer
C02652,Ekavir,Bail,Male,1997-10-27,Dehradun,Uttarakhand,14605,2024-03-07,Customer
C02653,Amaira,Nigam,Female,1979-09-13,Ludhiana,Punjab,271630,2025-11-13,Customer
C02654,Ira,Keer,Female,1982-06-15,Kochi,Kerala,369301,2025-12-05,Customer
C02655,Barkha,Bhandari,Female,1963-03-24,Bhubaneswar,Odisha,899318,2024-12-10,Customer
C02656,Dakshesh,Aggarwal,Male,1981-09-26,Ranchi,Jharkhand,283541,2024-09-17,Customer
C02657,Gautam,Bedi,Male,2002-12-17,Coimbatore,Tamil Nadu,43766,2024-03-09,Customer
C02658,Keya,Sahni,Female,1987-06-19,Nagpur,Maharashtra,808122,2025-06-07,Customer
C02659,Tanish,Venkatesh,Male,1965-03-15,Pune,Maharashtra,947470,2025-11-08,Customer
C02660,Prisha,Kannan,Female,1965-09-02,Pune,Maharashtra,58330,2025-10-31,Customer
C02661,Tarak,Tank,Male,1974-06-17,Kanpur,Uttar Pradesh,984218,2025-03-30,Customer
C02662,David,Morar,Male,1970-03-07,Kochi,Kerala,937650,2025-08-11,Customer
C02663,Charles,Ravi,Male,1993-09-20,Visakhapatnam,Andhra Pradesh,718776,2025-11-06,Customer
C02664,Dev,Wali,Male,1997-08-03,Surat,Gujarat,636885,2024-01-20,Customer
C02665,Caleb,Ranganathan,Male,2004-03-15,Coimbatore,Tamil Nadu,762922,2024-11-26,Customer
C02666,Tarak,Saran,Male,1990-11-12,Kolkata,West Bengal,937616,2025-09-26,Customer
C02667,Nicholas,Gara,Male,1973-05-27,Jaipur,Rajasthan,749935,2025-03-15,Customer
C02668,Damyanti,Deshmukh,Female,1982-09-02,Surat,Gujarat,977726,2024-09-07,Customer
C02669,Yachana,Rai,Female,1980-10-29,Indore,Madhya Pradesh,838580,2024-09-03,Customer
C02670,Alexander,Bora,Male,1980-06-15,Noida,Uttar Pradesh,716578,2025-03-28,Customer
C02671,Girindra,Boase,Male,1970-02-14,Dehradun,Uttarakhand,651887,2024-03-03,Customer
C02672,Dakshesh,Morar,Male,1996-06-04,Ludhiana,Punjab,5009,2024-05-22,Customer
C02673,Karan,Madan,Male,2001-02-08,Gurugram,Haryana,878757,2024-02-08,Customer
C02674,Kamala,Badal,Female,1970-04-10,Dehradun,Uttarakhand,11250,2024-02-19,Customer
C02675,Yashica,Raman,Female,2003-03-25,Surat,Gujarat,742906,2025-05-28,Customer
C02676,Pooja,Dixit,Female,1972-12-26,Ahmedabad,Gujarat,336931,2025-05-07,Customer
C02677,Abhiram,Rajagopalan,Male,1972-02-07,Nagpur,Maharashtra,73024,2025-09-02,Customer
C02678,Harini,Rajan,Female,2004-12-21,Faridabad,Haryana,249753,2024-12-30,Customer
C02679,Maanas,Bakshi,Male,2008-02-10,Jaipur,Rajasthan,714469,2024-10-12,Customer
C02680,Samar,Tandon,Male,1978-01-22,Bhopal,Madhya Pradesh,687354,2024-07-15,Customer
C02681,Quincy,Kanda,Male,1977-12-20,Gurugram,Haryana,146688,2025-05-29,Customer
C02682,Shaurya,Pandya,Male,1995-08-24,Noida,Uttar Pradesh,483483,2025-05-28,Customer
C02683,Qushi,Sanghvi,Female,2003-07-13,Chandigarh,Chandigarh,673664,2025-02-06,Customer
C02684,Naksh,Khosla,Male,1971-02-27,Kanpur,Uttar Pradesh,775870,2025-12-18,Customer
C02685,Yashoda,Mannan,Female,1977-03-30,Nashik,Maharashtra,698344,2024-07-08,Customer
C02686,Upasna,Nazareth,Female,1997-02-07,Bhubaneswar,Odisha,504505,2025-07-13,Customer
C02687,Anamika,Gill,Female,1996-11-11,Indore,Madhya Pradesh,672007,2024-06-02,Customer
C02688,Meera,Gera,Female,2001-09-23,Ranchi,Jharkhand,907737,2025-12-05,Customer
C02689,Ekavir,Murty,Male,1979-01-03,Ranchi,Jharkhand,38016,2024-04-16,Customer
C02690,Oviya,Panchal,Female,1968-02-21,Ranchi,Jharkhand,20450,2025-05-26,Customer
C02691,Hiral,Chandra,Female,1981-11-13,Visakhapatnam,Andhra Pradesh,531279,2024-07-24,Customer
C02692,Kamala,Kapur,Female,1994-02-07,Nashik,Maharashtra,311123,2025-05-25,Customer
C02693,Patrick,Balakrishnan,Male,1979-05-11,Patna,Bihar,652742,2025-03-04,Customer
C02694,Teerth,Rai,Male,1973-02-14,Jaipur,Rajasthan,108573,2025-02-14,Customer
C02695,Gopal,Palla,Male,1984-05-18,Indore,Madhya Pradesh,514609,2025-10-01,Customer
C02696,Banjeet,Kata,Male,1982-09-20,Visakhapatnam,Andhra Pradesh,174555,2025-08-10,Customer
C02697,Imaran,Setty,Male,2008-03-12,Kanpur,Uttar Pradesh,627281,2024-11-18,Customer
C02698,Vasatika,Iyengar,Female,1977-07-01,Bhopal,Madhya Pradesh,461215,2025-10-07,Customer
C02699,Vyanjana,Prasad,Female,1989-06-16,Noida,Uttar Pradesh,641260,2025-02-02,Customer
C02700,Kabir,Vora,Male,1968-09-22,Bhubaneswar,Odisha,620990,2024-11-25,Customer
C02701,Kamala,Chacko,Female,2001-09-23,Ahmedabad,Gujarat,303995,2024-02-27,Customer
C02702,Urmi,Tak,Female,1964-09-11,Bengaluru,Karnataka,505998,2024-04-20,Customer
C02703,Edhitha,Sahota,Female,1990-08-25,Visakhapatnam,Andhra Pradesh,123438,2025-12-15,Customer
C02704,Zilmil,Barad,Female,1981-08-28,Bengaluru,Karnataka,142025,2025-04-17,Customer
C02705,Jairaj,Rattan,Male,1980-12-03,Patna,Bihar,28231,2024-07-10,Customer
C02706,Lakshmi,Deo,Female,1992-09-26,Surat,Gujarat,576729,2025-04-18,Customer
C02707,Azad,Choudhary,Male,1983-03-14,Nashik,Maharashtra,904431,2025-02-08,Customer
C02708,Isha,Mistry,Female,1977-08-02,Kolkata,West Bengal,953102,2025-05-31,Customer
C02709,Wyatt,Sule,Male,1968-09-26,Patna,Bihar,506291,2025-06-06,Customer
C02710,Vivaan,Date,Male,1987-03-10,Ahmedabad,Gujarat,173281,2025-10-15,Customer
C02711,Tanay,Dhaliwal,Male,2007-04-18,Agra,Uttar Pradesh,87392,2024-05-01,Customer
C02712,Chavvi,Koshy,Female,1987-09-06,Pune,Maharashtra,573767,2024-03-29,Customer
C02713,Agastya,Parmer,Male,1969-12-22,Pune,Maharashtra,707459,2025-07-29,Customer
C02714,Banjeet,Prakash,Male,1974-01-11,Varanasi,Uttar Pradesh,445002,2024-01-05,Customer
C02715,Ekaja,Purohit,Female,1996-02-05,Chennai,Tamil Nadu,878903,2025-08-01,Customer
C02716,Mohammed,Pal,Male,1964-06-03,Hyderabad,Telangana,958676,2024-02-06,Customer
C02717,Jagat,Batta,Male,1979-03-08,Visakhapatnam,Andhra Pradesh,934675,2024-08-19,Customer
C02718,Bhavya,Yadav,Female,1970-08-10,Kochi,Kerala,688101,2025-11-21,Customer
C02719,Jairaj,Deo,Male,1991-01-14,Ranchi,Jharkhand,105133,2024-08-06,Customer
C02720,Raghav,Bhasin,Male,1967-07-03,Agra,Uttar Pradesh,220138,2025-05-25,Customer
C02721,Hamsini,Pathak,Female,1976-09-20,Surat,Gujarat,83168,2024-04-04,Customer
C02722,Tripti,Kapadia,Female,1988-12-03,Patna,Bihar,389173,2025-07-27,Customer
C02723,Sachi,Arora,Female,1992-05-11,Patna,Bihar,767200,2024-01-18,Customer
C02724,Peter,Dayal,Male,1966-02-27,Ranchi,Jharkhand,107071,2024-12-02,Customer
C02725,Kavya,Luthra,Female,1998-10-23,Indore,Madhya Pradesh,89512,2024-06-17,Customer
C02726,Veer,Ahuja,Male,1996-08-30,Ranchi,Jharkhand,119194,2025-09-12,Customer
C02727,Max,Pathak,Male,1978-04-27,Mumbai,Maharashtra,697296,2024-09-24,Customer
C02728,Pallavi,Ramachandran,Female,1968-06-23,Patna,Bihar,767137,2024-12-12,Customer
C02729,Dalbir,Thaker,Male,1994-09-19,Noida,Uttar Pradesh,263956,2024-03-23,Customer
C02730,Ekani,Ratti,Female,1986-08-19,Indore,Madhya Pradesh,830557,2024-06-10,Customer
C02731,Veer,Chaudhari,Male,1973-12-20,Nagpur,Maharashtra,402234,2025-06-02,Customer
C02732,Ranveer,Biswas,Male,1981-03-16,Bhubaneswar,Odisha,662763,2025-07-19,Customer
C02733,Janani,Acharya,Female,1980-11-10,Chandigarh,Chandigarh,176142,2025-05-01,Customer
C02734,Charan,Prasad,Male,1973-04-15,Delhi,Delhi,831968,2025-07-26,Customer
C02735,Shivansh,Johal,Male,1988-12-11,Indore,Madhya Pradesh,704656,2025-02-22,Customer
C02736,Rishi,Uppal,Male,1993-07-12,Chandigarh,Chandigarh,368830,2024-01-22,Customer
C02737,Maya,Kannan,Female,1993-10-05,Kochi,Kerala,631592,2025-08-03,Customer
C02738,Eta,Comar,Female,2005-08-30,Kolkata,West Bengal,706593,2024-08-05,Customer
C02739,Bhavika,Bassi,Female,1978-08-22,Ahmedabad,Gujarat,629118,2024-12-16,Customer
C02740,Harinakshi,Dave,Female,1995-08-10,Patna,Bihar,471830,2024-03-08,Customer
C02741,Deepa,Sekhon,Female,2008-01-22,Surat,Gujarat,75789,2025-07-20,Customer
C02742,Jonathan,Sood,Male,1980-01-17,Patna,Bihar,990522,2024-03-23,Customer
C02743,Xalak,Dash,Female,1968-03-03,Pune,Maharashtra,865658,2025-07-27,Customer
C02744,Charvi,Warrior,Female,2005-10-08,Bhubaneswar,Odisha,61735,2024-11-11,Customer
C02745,Keya,Chandra,Female,1988-06-02,Surat,Gujarat,129755,2024-12-14,Customer
C02746,Hemal,Sachdeva,Female,1967-09-10,Jaipur,Rajasthan,949637,2025-12-10,Customer
C02747,Yashica,Bobal,Female,1966-09-11,Kolkata,West Bengal,899906,2025-02-15,Customer
C02748,Fiyaz,Batta,Male,1968-05-28,Faridabad,Haryana,71675,2024-05-26,Customer
C02749,Frederick,Contractor,Male,1987-02-18,Varanasi,Uttar Pradesh,361317,2025-04-21,Customer
C02750,Nitesh,Loyal,Male,2000-01-08,Dehradun,Uttarakhand,49037,2025-06-06,Customer
C02751,Gautami,Parikh,Female,1980-10-16,Kanpur,Uttar Pradesh,858356,2025-12-03,Customer
C02752,Jacob,Dasgupta,Male,1971-01-30,Gurugram,Haryana,439225,2025-08-26,Customer
C02753,Pavani,Cherian,Female,1990-06-18,Agra,Uttar Pradesh,192581,2025-05-03,Customer
C02754,Lakshmi,Tak,Female,1989-04-22,Pune,Maharashtra,123601,2025-06-24,Customer
C02755,Rudra,Kaul,Male,1999-07-19,Kanpur,Uttar Pradesh,541384,2024-09-04,Customer
C02756,Jackson,Chandra,Male,1982-01-09,Patna,Bihar,309307,2025-04-09,Customer
C02757,Ryan,Verma,Male,2005-09-03,Kolkata,West Bengal,909645,2025-11-16,Customer
C02758,Vedika,Deshmukh,Female,2003-07-04,Patna,Bihar,89921,2024-12-23,Customer
C02759,Wyatt,Guha,Male,1983-01-08,Nashik,Maharashtra,668113,2024-06-16,Customer
C02760,Vrinda,Handa,Female,1989-11-02,Kanpur,Uttar Pradesh,72173,2025-07-02,Customer
C02761,Nandini,Apte,Female,1972-12-04,Lucknow,Uttar Pradesh,222419,2025-02-11,Customer
C02762,Jyoti,Bhat,Female,1988-09-06,Gurugram,Haryana,236540,2024-03-14,Customer
C02763,Chandresh,Mukherjee,Male,1980-05-28,Indore,Madhya Pradesh,248420,2024-05-02,Customer
C02764,Logan,Konda,Male,1985-09-10,Bhubaneswar,Odisha,947651,2024-04-01,Customer
C02765,Tanay,Bhattacharyya,Male,1983-07-20,Mumbai,Maharashtra,409941,2024-08-27,Customer
C02766,Yug,Panchal,Male,1973-10-02,Varanasi,Uttar Pradesh,370542,2024-08-21,Customer
C02767,Omaja,Chander,Female,2007-03-26,Patna,Bihar,826110,2025-05-14,Customer
C02768,Harish,Nadkarni,Male,1986-09-29,Nagpur,Maharashtra,942992,2024-01-28,Customer
C02769,Harita,Khurana,Female,1993-05-05,Jaipur,Rajasthan,669692,2025-08-25,Customer
C02770,Geetika,Palan,Female,1976-07-25,Surat,Gujarat,861941,2025-10-10,Customer
C02771,Bhavini,Handa,Female,2002-02-02,Surat,Gujarat,934242,2024-08-16,Customer
C02772,Aarav,Radhakrishnan,Male,1989-07-22,Bhopal,Madhya Pradesh,834633,2025-09-18,Customer
C02773,Mason,Varughese,Male,1997-04-28,Surat,Gujarat,343751,2025-12-30,Customer
C02774,Rayaan,Sarin,Male,2002-04-29,Faridabad,Haryana,86542,2024-08-08,Customer
C02775,Jeet,Goda,Male,1986-10-09,Ranchi,Jharkhand,855074,2024-06-07,Customer
C02776,Panini,Bains,Female,1999-12-19,Surat,Gujarat,288959,2024-07-30,Customer
C02777,Wakeeta,Anand,Female,1977-08-02,Visakhapatnam,Andhra Pradesh,964535,2025-04-11,Customer
C02778,Chasmum,Singhal,Female,1988-03-17,Ranchi,Jharkhand,47188,2024-06-05,Customer
C02779,Aahana,Barad,Female,2000-12-09,Nashik,Maharashtra,428873,2025-12-26,Customer
C02780,Laksh,Mane,Male,2002-03-16,Indore,Madhya Pradesh,686679,2025-02-22,Customer
C02781,Leela,Shan,Female,1961-10-10,Nagpur,Maharashtra,170690,2024-03-07,Customer
C02782,Kalpit,Sarraf,Male,1966-03-30,Agra,Uttar Pradesh,38471,2024-09-18,Customer
C02783,Rohan,Srinivasan,Male,1985-01-20,Coimbatore,Tamil Nadu,650518,2025-07-19,Customer
C02784,Yashawini,Sami,Female,1962-01-08,Bhopal,Madhya Pradesh,674492,2024-06-07,Customer
C02785,Meghana,Johal,Female,1985-09-12,Agra,Uttar Pradesh,985045,2025-08-12,Customer
C02786,Abhiram,Nayak,Male,1988-06-27,Bengaluru,Karnataka,937540,2024-04-15,Customer
C02787,Kevin,Gokhale,Male,1998-11-01,Chandigarh,Chandigarh,178925,2025-09-14,Customer
C02788,Udant,Dash,Male,1981-02-13,Chandigarh,Chandigarh,250385,2025-11-07,Customer
C02789,Xalak,Sangha,Female,1972-05-23,Coimbatore,Tamil Nadu,481638,2025-05-17,Customer
C02790,Mitali,Konda,Female,1988-05-15,Bhubaneswar,Odisha,635853,2024-01-15,Customer
C02791,Chaman,Bains,Female,1966-01-25,Kochi,Kerala,789695,2024-03-06,Customer
C02792,Ishita,Agarwal,Female,1980-08-30,Jaipur,Rajasthan,277586,2025-08-12,Customer
C02793,Vyanjana,Bava,Female,1975-05-17,Ranchi,Jharkhand,562036,2024-06-16,Customer
C02794,Lajita,Modi,Female,2006-12-07,Dehradun,Uttarakhand,394689,2024-10-20,Customer
C02795,Krisha,Kaul,Female,1967-10-20,Bhopal,Madhya Pradesh,233576,2024-03-09,Customer
C02796,William,Batta,Male,1991-03-07,Kolkata,West Bengal,174457,2024-12-24,Customer
C02797,Tanish,Ghose,Male,2006-08-10,Chennai,Tamil Nadu,263678,2024-08-31,Customer
C02798,Ansh,Upadhyay,Male,2002-06-17,Visakhapatnam,Andhra Pradesh,747594,2025-06-15,Customer
C02799,Mekhala,Khatri,Female,1980-01-27,Dehradun,Uttarakhand,295377,2025-09-03,Customer
C02800,Jonathan,Bala,Male,1976-12-28,Pune,Maharashtra,676874,2024-01-20,Customer
C02801,Kevin,Doctor,Male,1962-03-11,Indore,Madhya Pradesh,675149,2024-12-11,Customer
C02802,Parth,Iyengar,Male,1980-12-10,Hyderabad,Telangana,157330,2025-04-28,Customer
C02803,Ayush,Bali,Male,2004-06-09,Ludhiana,Punjab,940656,2024-10-04,Customer
C02804,Yashica,Doctor,Female,1977-02-20,Gurugram,Haryana,453856,2024-10-10,Customer
C02805,Jason,Oommen,Male,1972-12-05,Delhi,Delhi,266000,2024-07-21,Customer
C02806,Vidhi,Balakrishnan,Female,1999-06-28,Noida,Uttar Pradesh,103495,2025-10-02,Customer
C02807,Shivansh,Brahmbhatt,Male,1966-01-05,Hyderabad,Telangana,511815,2025-01-25,Customer
C02808,Janaki,Sem,Female,1979-06-27,Kochi,Kerala,614477,2024-11-26,Customer
C02809,Chakradhar,Uppal,Male,2004-05-27,Bengaluru,Karnataka,870479,2024-11-15,Customer
C02810,Sudiksha,Rajagopal,Female,1997-12-02,Lucknow,Uttar Pradesh,905256,2024-09-23,Customer
